WormBase Id,Public Name,stage_4_cell,stage_E_div,stage_4_AB_div,stage_5_AB_div,stage_6_AB_div,stage_7_AB_div,stage_VE,stage_CS,stage_Mov,stage_L1
WBGene00008767,F13G3.7,4.8812,4.8995,4.7525,4.4647,4.6645,4.8097,4.794,4.7209,4.5573,4.3072
WBGene00008773,F13H10.1,0.64508,1.3337,0.72234,0.73677,0.30076,0.42133,0.41383,0.57332,1.0229,2.831
WBGene00008774,F13H10.3,5.0976,5.1473,4.9126,4.4705,4.5989,4.834,4.8069,4.674,4.3951,4.6664
WBGene00008775,F13H10.4,4.7031,4.4365,3.1774,3.1782,3.738,4.0653,3.9891,3.7906,3.4843,4.1344
WBGene00008776,F13H10.5,1.4796,1.4168,1.0135,0.66617,0.81661,0.72137,1.095,1.9992,3.6379,2.1535
WBGene00008777,F13H10.6,2.6814,2.6157,2.4676,2.2583,1.9213,1.8254,2.7443,3.7366,4.6756,4.4531
WBGene00044784,F13H10.8,5.0964,5.0314,4.9436,4.7209,4.6982,4.8324,4.9412,4.9661,4.9263,4.9298
WBGene00045056,F13H10.9,2.3844,3.7266,3.2963,3.5481,3.4206,4.1808,3.7209,4.6083,4.5042,4.2617
WBGene00017430,F13H6.1,0.63016,1.3878,0.88475,1.1455,0.58451,0.72797,0.808,0.92857,1.1274,1.5085
WBGene00017431,F13H6.3,4.518,4.579,4.2777,3.8792,4,4.2756,4.6523,4.9696,4.9636,4.9309
WBGene00017432,F13H6.4,3.2582,3.6632,3.1565,2.9351,2.6888,2.4011,2.0425,2.807,2.7296,4.3662
WBGene00017433,F13H6.5,2.5906,3.0691,2.6368,2.3597,2.3193,2.075,2.1332,2.5284,3.3686,3.736
WBGene00017434,F13H8.1,2.064,2.3779,2.2944,2.4043,2.1978,2.2806,3.4267,4.7271,4.8473,4.6552
WBGene00017443,F13H8.11,2.1829,2.2713,3.2597,3.4912,3.5754,3.4919,2.3033,2.2258,2.5171,3.6161
WBGene00017444,F13H8.12,0.62317,1.0737,0.80795,0.84676,0.97932,0.75734,0.67314,1.4163,2.494,2.1038
WBGene00017435,F13H8.2,4.7729,4.5957,4.383,4.4737,4.6735,4.8242,4.7956,4.6609,4.5169,4.6006
WBGene00017436,F13H8.3,0.69166,1.7496,1.6802,1.759,1.584,0.76528,1.302,1.0445,2.0932,4.1484
WBGene00017438,F13H8.5,1.6097,1.4812,1.8548,1.9731,2.1405,1.9547,1.3006,2.4394,2.6857,3.3619
WBGene00017439,F13H8.6,0.64484,1.187,1.3888,1.5217,1.4828,1.7771,3.019,2.9458,1.837,3.1394
WBGene00017440,F13H8.7,0.92704,2.7812,4.4403,4.7404,4.893,4.9688,4.9954,5.1799,4.9565,5.0562
WBGene00017441,F13H8.8,3.208,3.6526,3.3513,2.9321,3.0493,3.1762,3.052,2.9055,2.5805,2.264
WBGene00017442,F13H8.9,4.0502,4.2767,3.859,3.1208,3.0973,3.8274,4.2015,4.4545,4.0891,3.8342
WBGene00008779,F14B4.1,3.7285,4.1992,3.9364,3.4668,3.7171,4.1745,5.2672,5.3405,5.2915,3.9506
WBGene00008780,F14B4.2,5.1699,4.8348,4.5592,4.2421,4.1985,4.2678,3.9028,4.4096,3.961,4.0768
WBGene00008781,F14B4.3,4.7548,4.6336,4.2566,3.9047,4.2288,4.5311,4.632,4.6042,4.4016,4.4458
WBGene00008783,F14B6.2,3.3257,3.9944,3.7788,3.8884,3.9511,3.9743,2.9039,2.9076,3.166,4.2311
WBGene00008784,F14B6.3,3.8665,4.9855,5.0531,5.0786,5.1685,5.1012,3.1663,2.134,1.0334,1.3917
WBGene00008785,F14B6.4,1.3201,2.7592,2.5551,2.1206,2.8771,3.173,3.0935,3.5052,3.4752,2.7892
WBGene00008787,F14B6.6,0.99786,1.5268,1.3342,1.334,2.7537,3.1565,3.2898,3.5367,3.5784,3.5598
WBGene00017445,F14B8.2,3.7981,4.031,3.9911,3.7938,3.8334,3.9395,4.0837,4.0706,4.2651,3.7979
WBGene00017446,F14B8.4,0.63576,1.6979,1.8007,1.8257,2.1757,2.4764,1.6192,2.1522,1.7525,3.7224
WBGene00017447,F14B8.5,2.3027,2.3428,2.168,2.1445,2.5622,2.8867,4.4022,4.7335,4.8641,4.3715
WBGene00017448,F14B8.6,0.90522,1.4209,1.9299,1.8007,1.7094,1.5581,4.0096,4.4917,4.5576,4.4242
WBGene00017463,F14D12.1,1.8178,1.9828,1.2868,0.89819,1.0666,1.1424,2.4063,2.9723,3.5569,3.5089
WBGene00017459,F14D2.11,4.6156,4.6699,4.5166,3.4634,2.8034,2.4927,2.7305,2.801,2.9483,2.7586
WBGene00017462,F14D2.14,3.2118,3.2558,2.7722,2.7014,2.6861,2.5372,2.7531,3.0023,2.7032,2.2922
WBGene00077751,F14D2.17,0.82889,2.0519,1.9235,1.98,2.153,1.6943,0.49754,0.80531,1.3114,2.4075
WBGene00017453,F14D2.5,0.8164,2.243,2.278,2.4495,2.3587,1.8958,1.2854,1.5093,1.6348,0.95731
WBGene00017454,F14D2.6,0.64222,1.5053,1.3707,1.6215,1.5267,0.89029,0.43251,0.55425,1.073,1.1736
WBGene00017455,F14D2.7,0.67354,1.1486,1.3653,0.9508,1.0199,0.85653,1.3812,1.826,1.4748,4.5234
WBGene00017456,F14D2.8,2.1718,2.9522,2.6224,2.3574,2.4137,2.0899,2.4838,2.4598,2.4819,1.5786
WBGene00008788,F14D7.1,1.051,2.8038,2.4445,2.1213,1.7859,1.9137,1.6786,1.9183,2.1335,1.8166
WBGene00008797,F14D7.10,0.91081,2.2003,1.9804,1.5874,1.2804,0.75111,0.75052,0.59648,1.3286,2.2519
WBGene00008798,F14D7.11,1.4496,1.4952,1.2791,1.1743,1.3557,1.3442,1.3464,1.485,1.6587,2.5486
WBGene00045331,F14D7.12,0.9537,2.2165,1.6177,1.4769,1.7327,1.4324,0.78038,0.95323,1.6547,3.5234
WBGene00008789,F14D7.2,5.1097,5.1454,4.9304,3.9454,3.5382,3.0811,2.0488,1.6656,2.0367,1.4187
WBGene00008790,F14D7.3,0.67183,2.5389,2.1598,1.7786,1.3691,1.2236,0.50135,0.67957,1.1363,2.054
WBGene00008792,F14D7.5,0.90886,2.75,2.5418,1.9718,1.0228,1.3458,0.79135,1.0358,1.235,1.8691
WBGene00008793,F14D7.6,1.1208,2.6169,2.201,1.8376,1.5517,1.4861,1.1493,1.5707,2.1424,4.1729
WBGene00008795,F14D7.8,1.0614,1.5602,1.6428,0.97862,1.0076,0.81406,1.199,1.4426,2.5603,3.288
WBGene00008796,F14D7.9,0.61725,1.3448,1.0568,0.88652,1.0824,0.8945,0.84232,1.0009,1.056,1.3169
WBGene00008799,F14E5.1,0.56867,1.3241,1.2686,1.0115,1.6886,2.203,3.3881,3.0176,3.1304,3.9464
WBGene00008800,F14E5.2,4.4847,4.6835,4.3982,3.8872,3.904,4.2474,4.4066,4.4827,4.4452,4.2238
WBGene00008819,F14F11.1,4.2062,4.343,4.116,4.151,3.9768,3.8349,3.553,3.6801,4.3177,4.4833
WBGene00008820,F14F11.2,1.1593,2.3065,2.2083,2.345,2.3648,2.1925,1.9283,2.0032,3.0627,4.6784
WBGene00008807,F14F3.4,3.0913,3.3227,3.0703,3.0339,2.9478,3.0249,3.2881,3.6315,3.3068,4.0381
WBGene00045480,F14F3.5,0.68453,1.1188,0.88238,0.70696,0.48362,0.80004,0.45388,1.0321,1.2264,2.3642
WBGene00008808,F14F4.1,3.3871,2.9386,2.4567,1.7967,1.7973,1.9019,1.9119,1.5524,2.2508,3.6035
WBGene00008811,F14F7.4,1.2009,1.8323,1.6714,1.3624,1.1934,0.79499,0.8867,1.0351,0.97344,0.90691
WBGene00008812,F14F7.5,0.80708,1.4714,1.9188,1.6066,1.4581,1.238,2.6075,3.2988,3.0204,1.2909
WBGene00044185,F14F8.14,0.8103,1.2294,0.80074,0.8964,0.64783,0.81703,0.67861,0.95543,1.1149,1.3823
WBGene00008816,F14F8.8,0.70185,1.2774,1.2458,0.61791,0.32882,0.45351,0.43945,0.57268,1.2838,2.9948
WBGene00008817,F14F8.9,0.57811,1.0082,0.65674,0.48276,0.24391,0.40438,0.3512,0.47688,0.98597,0.90757
WBGene00017465,F14F9.2,0.71723,1.6454,1.9452,0.57115,0.72169,0.74419,0.84703,1.3133,1.0417,2.6211
WBGene00017466,F14F9.3,1.8456,2.0929,1.719,1.2194,0.96319,0.4092,1.7696,1.6718,1.823,3.0322
WBGene00017468,F14F9.5,1.4254,2.068,2.2683,2.1057,2.1457,1.8354,4.6867,4.824,4.6065,3.2563
WBGene00017469,F14F9.6,0.63723,1.1152,0.82257,0.60968,0.50473,0.76452,1.0232,0.90914,1.1418,1.1785
WBGene00044536,F14F9.8,0.66348,1.0959,0.72576,0.59125,0.307,0.42176,0.68087,1.1215,1.4659,3.1615
WBGene00017470,F14H12.2,0.654,1.0857,0.71658,0.56684,0.3047,0.42107,0.39912,0.52495,1.0384,1.1907
WBGene00017471,F14H12.3,3.1994,3.0054,2.9181,2.974,3.4469,3.9097,4.1067,3.8323,3.6963,4.2189
WBGene00017473,F14H12.6,0.62604,2.6715,4.3244,4.7296,4.6973,4.7379,2.9661,3.7297,3.21,2.1382
WBGene00017474,F14H12.7,0.92458,1.7592,1.5953,1.8263,1.8968,1.64,2.2483,2.9419,2.5881,0.96213
WBGene00017475,F14H12.8,0.61905,1.4238,1.8281,2.3056,1.7371,1.4642,2.7209,3.731,3.1037,1.812
WBGene00008831,F14H3.12,0.61828,1.4028,0.83007,0.68616,0.4065,0.86693,0.87645,0.52387,1.1215,2.7927
WBGene00045513,F14H3.14,1.4057,1.6028,1.5051,1.4304,1.4044,1.3572,1.349,1.3262,1.817,1.9583
WBGene00008821,F14H3.2,0.90904,2.3361,2.0406,1.3149,0.34405,0.48979,0.50817,0.50948,0.99075,1.1652
WBGene00008822,F14H3.3,4.7351,4.8752,4.7882,4.2078,3.785,3.4519,1.8374,1.9552,2.4757,1.7013
WBGene00008823,F14H3.4,4.6096,4.7057,4.3685,2.37,2.1332,1.7375,0.4194,0.53375,1.0941,1.0006
WBGene00008824,F14H3.5,2.5548,2.8096,2.3367,1.7994,1.7231,1.5384,0.57511,0.75607,1.1558,0.9809
WBGene00008825,F14H3.6,5.1565,5.1921,5.1095,3.6916,2.4382,2.1751,1.5919,1.3274,1.1965,1.4162
WBGene00008828,F14H3.9,0.66419,1.2677,2.0684,2.2562,2.1772,2.0767,1.4357,0.93505,1.0438,1.3172
WBGene00008833,F14H8.2,0.66011,1.9603,2.26,2.2049,1.7528,1.3416,0.85264,1.0257,1.1996,3.2
WBGene00008834,F14H8.4,1.0894,1.5082,1.1369,0.82969,1.0947,1.116,1.2219,1.3507,1.2816,2.8046
WBGene00008835,F14H8.5,0.66824,1.1056,0.84265,0.81486,0.33783,0.60769,0.52568,0.8107,1.0436,2.231
WBGene00077582,F14H8.8,0.974,1.8896,2.1167,1.9657,2.0322,2.1399,2.924,3.2144,3.0848,2.1026
WBGene00008836,F15A2.7,2.0439,2.168,2.4632,1.9013,1.7446,1.8923,2.2699,2.4433,2.6192,2.4786
WBGene00008844,F15A4.10,4.2129,4.4067,4.4188,4.2515,3.9693,3.9378,0.90697,0.85562,1.093,1.0047
WBGene00008838,F15A4.2,3.3494,3.749,3.4153,3.4706,3.6631,3.953,3.4911,3.3671,3.1689,2.9029
WBGene00008840,F15A4.5,0.71713,1.2103,1.1605,0.66387,0.32164,0.47397,0.76588,0.6072,1.4954,3.2501
WBGene00008841,F15A4.6,1.017,1.2501,1.6815,1.6947,1.5794,1.6177,0.67749,0.98449,1.0255,4.2843
WBGene00008842,F15A4.8,0.70559,1.2538,1.3265,0.93809,0.97029,0.88991,0.77012,0.9796,1.2745,1.2038
WBGene00008843,F15A4.9,0.72631,1.1645,0.82281,0.80073,0.48651,0.55733,0.46262,0.57341,1.105,1.0579
WBGene00017476,F15A8.1,1.8856,2.0088,1.748,1.5918,1.6754,1.694,1.6748,1.8377,2.024,2.2396
WBGene00017477,F15A8.4,1.3722,2.8315,2.4437,2.4947,2.3277,2.5896,2.5691,3.0065,3.3745,4.1781
WBGene00017478,F15A8.6,0.79548,1.3418,0.983,0.64585,0.59829,1.0043,1.5479,2.6045,4.0611,3.8858
WBGene00017479,F15A8.7,0.6474,1.4357,1.29,0.57696,0.32839,0.62725,0.64506,0.65776,1.7154,2.3065
WBGene00017480,F15B10.1,5.1807,4.8555,4.732,4.7048,4.8277,4.9797,4.9925,5.0809,4.8443,5.1959
WBGene00017481,F15B10.3,4.0881,5.0084,5.0766,5.2107,5.2607,5.2397,4.8562,5.0428,4.7241,2.2944
WBGene00045418,F15B9.10,5.1855,5.2068,5.1205,4.7359,4.3641,4.4321,4.9193,5.0784,5.0222,4.862
WBGene00138724,F15B9.11,0.57193,2.7511,2.7434,2.1613,1.7086,0.90415,2.5039,2.9194,1.8971,2.7775
WBGene00008850,F15B9.6,0.82262,1.0771,0.7884,0.84312,0.89025,0.93656,0.84273,1.0645,1.4213,2.4881
WBGene00008851,F15B9.8,1.464,1.3945,0.89629,1.1915,0.79125,1.044,4.7525,5.2431,5.2396,4.9406
WBGene00008852,F15C11.2,4.3809,4.6481,4.461,3.9025,3.9329,4.1425,4.2807,4.1037,4.1515,4.0299
WBGene00008854,F15D3.4,0.60249,1.0293,0.67591,0.50562,0.26321,0.38093,0.45723,0.49258,0.98938,0.93553
WBGene00008855,F15D3.5,4.5039,4.6219,4.4675,4.4078,4.3111,4.4067,4.579,4.5714,4.4793,4.4496
WBGene00008856,F15D3.6,2.1173,2.0902,2.0023,1.8425,2.0815,2.3823,2.5968,2.5967,2.5302,2.4774
WBGene00008857,F15D3.7,5.145,4.9944,4.9427,4.9128,4.8611,5.0099,5.1166,5.1394,5.046,5.1898
WBGene00008858,F15D3.8,2.1679,2.7027,2.6626,2.0862,2.6013,2.9363,3.5688,4.2055,3.2271,2.4158
WBGene00077557,F15D3.9,1.0065,2.087,1.9748,2.4063,2.4607,2.4068,3.1484,3.4042,3.0504,2.8215
WBGene00008859,F15D4.2,5.0479,5.0783,5.0759,4.9932,4.9105,4.9525,4.8639,4.8088,4.5358,4.4179
WBGene00008861,F15D4.4,1.4498,1.9916,1.8609,1.0774,1.3137,1.0586,0.91993,0.88833,1.3606,3.0774
WBGene00008863,F15D4.6,1.8999,1.9753,1.9309,1.7426,1.8584,1.8547,2.1035,2.2774,2.425,2.1735
WBGene00017490,F15E11.1,1.8395,2.7808,2.2815,1.9288,1.5809,1.5325,2.3119,4.6039,4.7352,5.2318
WBGene00017497,F15E11.11,0.68525,1.1479,0.78383,0.61846,0.37635,0.48413,0.42895,0.60319,1.0623,0.99607
WBGene00017498,F15E11.12,0.7048,1.3059,0.78308,0.61543,0.36351,0.48022,1.4065,4.1801,4.3577,4.268
WBGene00017499,F15E11.13,1.7282,1.7605,1.4805,1.6076,1.6315,1.4554,2.4962,4.6144,4.7875,5.1455
WBGene00017501,F15E11.15,0.6059,1.1785,0.67934,0.50959,0.63194,0.56178,0.83353,3.057,3.3496,4.1187
WBGene00017492,F15E11.3,0.59069,1.0141,0.81133,0.67222,0.25182,0.36599,0.35425,0.49026,0.97878,0.91655
WBGene00017494,F15E11.5,1.5752,2.5098,2.1142,1.5587,1.4683,1.2537,1.4836,1.6383,1.78,2.1106
WBGene00044479,F15E6.10,0.76836,1.1666,1.0311,0.68738,0.73101,0.71351,0.69332,0.99619,1.2883,1.9885
WBGene00017484,F15E6.3,1.026,1.405,1.0606,0.8543,0.79545,0.85326,0.90816,1.6633,1.4376,3.0122
WBGene00017485,F15E6.4,1.5511,1.7744,1.4117,1.2579,1.4115,1.4868,1.9189,2.1626,2.2958,2.6759
WBGene00017486,F15E6.5,1.3881,2.0802,2.0614,1.9173,1.6936,1.7555,1.4068,1.3985,1.8984,1.7283
WBGene00017487,F15E6.6,0.67931,1.2153,1.5685,1.8198,1.7302,1.913,3.5672,4.1421,3.3917,3.7075
WBGene00017489,F15E6.9,0.95436,1.0898,1.1147,0.56809,0.6652,0.58214,0.70209,1.0003,1.0544,1.2945
WBGene00008865,F15G9.1,2.0204,2.7408,2.633,2.6548,2.6952,2.8082,4.7139,5.1247,5.2411,4.7475
WBGene00008866,F15G9.2,0.6259,1.0424,0.71772,0.75523,0.48779,0.37913,0.68636,1.0951,1.2127,1.4453
WBGene00008867,F15G9.3,0.64864,1.1005,0.7465,0.89471,1.112,0.41024,0.78072,0.75739,1.4433,1.7123
WBGene00008868,F15G9.5,1.2563,1.5703,1.3639,1.0678,1.1835,1.3738,2.0921,2.7519,3.0372,2.9676
WBGene00008869,F15G9.6,1.393,1.4497,1.4938,1.2169,1.4718,1.414,1.5455,2.0613,2.7231,3.5931
WBGene00044014,F15H10.10,0.68006,1.1278,0.93212,0.62852,0.57021,0.62142,0.71551,0.81351,1.641,1.054
WBGene00008872,F15H10.5,0.94269,1.5292,0.84216,0.93858,0.78852,0.70549,0.74969,1.1856,1.0656,1.1162
WBGene00008873,F15H10.6,0.72046,1.2141,1.2034,0.66733,0.56224,0.70483,0.55228,0.77013,1.3598,1.1154
WBGene00008874,F15H10.7,0.70859,1.3098,1.5035,1.3255,0.52431,0.47853,0.46512,0.91433,1.9158,3.5524
WBGene00008875,F15H10.8,0.64378,1.0765,0.72442,0.5481,0.31586,0.42983,0.56776,0.54751,2.3149,3.513
WBGene00044013,F15H10.9,0.57786,1.003,0.66227,0.47708,0.23941,0.57289,0.63745,0.48009,0.96476,0.89889
WBGene00008870,F15H9.1,0.66283,1.1035,0.79185,0.80169,0.86035,1.1571,0.73648,0.70332,1.0543,0.96769
WBGene00008876,F16A11.1,4.7909,4.7897,4.3502,3.5478,3.7126,4.0596,4.0469,4.2074,4.0644,3.9477
WBGene00008877,F16A11.2,3.5407,3.2439,2.7988,2.7325,3.0734,3.4042,3.3982,3.1229,2.527,2.723
WBGene00008879,F16B12.1,0.75461,1.2284,1.0427,1.179,0.89963,0.87161,0.97461,1.0935,2.2369,2.4638
WBGene00008880,F16B12.4,3.9175,4.1392,4.27,4.3627,4.5684,4.5473,4.5733,4.3854,3.7845,3.5149
WBGene00008881,F16B12.5,0.61307,1.1547,1.156,0.51981,0.27883,0.63041,0.59425,1.0664,1.0003,1.0337
WBGene00008882,F16B12.6,4.8365,5,4.8191,4.7922,4.8944,5.0324,4.8818,4.8009,4.4302,4.5372
WBGene00008883,F16B12.7,1.5441,1.9955,1.9271,2.2224,2.6107,2.5732,2.0249,2.0725,1.9269,1.6824
WBGene00044774,F16B3.3,1.6743,1.6397,1.7727,1.5417,1.7844,1.7706,2.389,3.9923,3.4035,3.7704
WBGene00017504,F16B4.2,3.3541,3.2584,2.7216,2.5831,2.837,3.0275,3.2878,3.5966,3.5683,3.8446
WBGene00017505,F16B4.3,0.69689,1.133,0.76101,0.62004,0.33174,0.54095,0.85304,0.58031,1.0789,1.0336
WBGene00017506,F16B4.4,2.0307,1.4952,1.804,2.1202,2.2744,2.2378,2.6926,4.005,4.2868,5.2185
WBGene00017507,F16B4.5,1.7119,2.3454,2.0896,2.1853,3.002,3.3271,4.0344,4.3132,4.1125,4.0773
WBGene00017508,F16B4.6,4.2807,4.3113,4.2799,4.1386,4.3522,4.5886,4.6699,4.6263,4.45,4.2413
WBGene00017509,F16B4.7,1.0017,2.527,2.2808,2.7773,3.6807,4.2007,4.5258,4.5509,4.3483,3.8975
WBGene00008885,F16C3.1,2.7591,2.3728,2.0131,1.5902,1.4705,1.4138,1.382,2.1044,2.1431,3.8616
WBGene00008886,F16C3.2,1.9374,2.4138,2.0608,1.4354,2.4646,2.8437,3.5596,4.5679,4.408,4.0362
WBGene00023415,F16C3.3,1.2541,1.6006,0.75758,0.59064,0.407,0.63758,1.369,1.8448,1.8124,1.4585
WBGene00044243,F16C3.4,0.81894,1.7111,1.4294,1.1219,0.86327,0.69646,1.3019,1.6755,1.9258,1.9755
WBGene00008887,F16D3.4,4.8019,4.7074,4.4949,4.4704,4.7671,4.9355,4.7517,4.7342,4.5684,4.5259
WBGene00008889,F16D3.6,1.9123,3.0338,3.19,2.7919,2.2056,2.0437,1.9408,1.857,1.6319,3.216
WBGene00017513,F16F9.1,2.0128,2.0909,1.9739,2.0707,2.0649,1.9929,2.6596,4.0656,4.4031,3.8527
WBGene00017514,F16F9.3,1.0085,1.3597,1.0646,0.7265,0.6831,0.53712,0.60115,0.80691,1.1789,4.0636
WBGene00017515,F16F9.4,0.90363,2.5672,2.2817,2.1513,2.2737,1.916,3.008,4.5397,4.7017,4.6544
WBGene00017516,F16G10.1,0.74108,1.1642,1.4333,1.4648,1.2752,2.6227,2.2077,1.7373,1.6979,1.2087
WBGene00017525,F16G10.10,0.62869,1.0572,1.1842,1.2451,0.84328,0.76446,0.51316,0.99769,1.6074,1.4061
WBGene00017526,F16G10.11,0.67413,1.241,2.4098,1.69,1.3666,0.54174,0.78717,1.0893,1.3299,2.0288
WBGene00017529,F16G10.15,1.4174,1.9425,1.6765,1.0999,2.3006,3.2334,3.9343,3.9719,3.6598,4.1593
WBGene00017517,F16G10.2,0.66262,1.1239,1.021,0.77803,0.75185,1.0225,1.2602,0.69824,1.1773,1.224
WBGene00017518,F16G10.3,1.1528,1.4105,0.90228,0.59783,0.48887,0.45789,0.48961,0.55528,1.1513,1.0188
WBGene00017519,F16G10.4,0.62984,1.0694,1.4604,0.71328,1.6372,0.66459,0.62566,0.96665,1.2897,2.657
WBGene00017520,F16G10.5,0.688,1.134,1.2684,0.60559,0.33548,0.45943,0.44505,0.57911,1.0592,0.97951
WBGene00017521,F16G10.6,0.70283,1.6314,1.9732,1.9994,4.1447,4.5291,2.0038,0.9659,1.6281,1.7563
WBGene00017522,F16G10.7,0.69213,1.1396,0.83855,0.61075,1.3686,2.2107,0.53951,0.58285,1.0628,0.98404
WBGene00017523,F16G10.8,0.59465,1.0927,2.0878,2.0512,2.2266,2.5794,0.69456,0.80516,0.98188,2.3045
WBGene00017524,F16G10.9,1.2419,2.6937,2.5896,1.794,1.13,0.78826,1.1231,0.94486,0.99671,2.9989
WBGene00017530,F16H11.1,3.5429,4.0226,3.5557,2.9644,2.0863,1.9399,2.2257,3.0255,3.916,4.0267
WBGene00017531,F16H11.2,0.90783,1.1528,0.97809,0.66852,0.78651,0.94374,1.3239,1.6056,1.9515,1.8019
WBGene00017532,F16H11.3,4.7928,4.4169,4.2186,3.5888,3.3165,3.4302,2.7335,2.5856,2.5314,2.479
WBGene00008900,F16H6.10,2.2731,2.0491,2.3651,2.0245,1.7868,1.9459,2.9044,3.3438,2.7376,4.0504
WBGene00185119,F16H6.11,1.0863,2.1753,2.3084,2.0559,3.0917,4.1279,4.0358,2.3859,1.4441,1.7458
WBGene00008893,F16H6.3,1.0687,1.4291,1.2766,1.3419,1.3728,1.2336,1.1752,1.4868,1.8825,1.6283
WBGene00008894,F16H6.4,0.65819,1.1146,0.95969,1.8855,2.0662,1.7045,1.8666,1.5623,1.823,3.6193
WBGene00008896,F16H6.6,1.3493,1.6056,1.3882,1.1128,1.3501,1.2783,1.2504,1.3185,1.5212,2.8901
WBGene00008897,F16H6.7,0.71772,1.132,0.8674,1.2685,1.6519,2.6319,3.1377,2.7609,2.5471,3.1158
WBGene00008898,F16H6.8,0.80573,1.554,1.7368,1.5545,1.6226,1.3045,1.1729,1.0434,1.6259,1.1047
WBGene00008904,F17A2.13,4.6979,5.0129,5.0089,4.9558,5.0485,5.0364,4.2769,3.5518,2.9821,2.1876
WBGene00008902,F17A2.3,1.225,2.4779,2.2001,1.7341,1.2845,1.0647,0.66358,0.69383,1.0099,1.129
WBGene00008903,F17A2.4,0.71162,1.969,1.9136,1.717,1.5919,0.96068,0.79014,0.71572,0.98161,0.89105
WBGene00017534,F17A9.2,5.1091,5.0347,5.016,5.0577,5.0601,5.0918,4.9151,4.8146,4.6241,4.4856
WBGene00017535,F17A9.3,2.2729,2.9917,2.446,1.8082,1.8814,1.8915,2.3512,2.8184,4.9538,4.321
WBGene00017536,F17A9.4,3.5183,4.1002,3.8381,4.0425,4.6,4.8348,4.9145,4.9006,4.7265,4.4369
WBGene00017537,F17A9.5,0.68797,2.1609,2.7354,3.5462,3.6984,4.1567,3.145,3.0136,2.3899,3.2756
WBGene00008905,F17B5.1,0.67419,1.2688,1.0295,0.62862,0.36683,0.50708,0.48147,0.73092,1.0814,3.1669
WBGene00138716,F17B5.10,1.3814,1.6533,1.1189,0.61374,0.60609,0.68471,0.52954,0.76556,1.0793,1.0434
WBGene00008908,F17B5.4,0.63538,1.0669,0.72716,0.56013,0.31011,0.413,0.41937,1.2675,1.7078,1.7417
WBGene00044058,F17B5.6,0.61594,1.0442,0.87175,0.51704,0.28777,0.40016,0.39422,3.0385,4.882,4.0519
WBGene00045458,F17B5.8,0.66945,1.2526,0.74818,0.57576,0.34082,0.4554,0.443,0.57149,1.986,3.1354
WBGene00077766,F17B5.9,1.5149,1.9221,1.6496,1.6033,1.6109,1.7634,1.5396,1.6672,1.8522,1.6617
WBGene00008913,F17C11.1,1.4798,2.0893,2.137,2.3305,2.4244,2.5837,2.1724,1.6736,1.8901,2.2583
WBGene00008921,F17C11.10,5.2849,5.2947,5.2334,5.1477,5.1026,5.1871,4.8665,4.6613,3.7995,4.6497
WBGene00008922,F17C11.11,2.1449,2.943,2.8135,2.7804,2.788,3.0564,2.8684,3.0424,3.0822,4.2754
WBGene00008923,F17C11.12,2.2304,2.5979,2.9097,3.2349,3.1832,3.2938,4.481,4.6515,4.4598,4.7233
WBGene00023503,F17C11.13,0.92728,1.8397,0.98594,0.82868,0.92501,1.0461,0.75962,0.59955,1.454,2.4344
WBGene00077761,F17C11.17,2.2366,2.9063,2.9293,3.1109,3.5335,4.1163,3.8242,3.0303,3.0318,3.4336
WBGene00008914,F17C11.2,1.1398,1.6965,1.8543,2.6207,3.1793,3.3164,2.4602,2.0629,2.2932,4.1343
WBGene00008915,F17C11.4,3.471,3.5445,3.5995,4.5355,4.8379,4.6819,4.1087,3.9736,3.5227,4.3556
WBGene00008917,F17C11.6,1.8022,1.8175,1.753,1.7286,1.9595,2.027,2.2696,1.9963,1.8773,4.2538
WBGene00008918,F17C11.7,5.1838,5.0668,4.9063,4.8455,4.9662,5.1203,5.0766,5.0826,4.8934,4.9189
WBGene00008920,F17C11.9,5.3297,5.2784,5.2774,5.2613,5.2458,5.2515,5.172,5.1897,5.1246,5.3078
WBGene00008910,F17C8.3,0.85463,1.3489,0.65667,0.8269,1.4215,1.0673,2.3084,3.0435,3.6143,4.3549
WBGene00008911,F17C8.6,2.4302,2.2377,1.7816,1.7099,2.1007,2.2152,1.9916,1.9576,1.638,3.8499
WBGene00008912,F17C8.7,0.9934,1.7983,2.073,1.9629,2.3363,2.4455,3.3153,3.3194,3.364,3.5813
WBGene00185014,F17C8.9,2.8482,2.958,2.9304,3.1203,3.5729,4.3098,5.0325,5.137,4.9077,4.8507
WBGene00008924,F17E5.2,3.5689,3.8337,3.532,3.6748,4.2846,4.3864,4.5172,4.5996,4.6205,4.2441
WBGene00017539,F17E9.2,0.64651,1.075,0.71488,0.56615,0.2888,0.68844,0.3856,0.52274,1.035,0.99095
WBGene00017540,F17E9.3,0.60514,1.0339,0.68941,0.50751,0.26793,0.93893,0.38138,0.77824,1.0763,0.90622
WBGene00017541,F17E9.4,0.66076,1.2746,0.66823,0.53103,0.2803,0.47873,0.3822,0.84894,0.98884,0.92177
WBGene00017542,F17E9.5,0.85051,1.7495,1.1736,0.93355,0.57923,0.68669,1.5609,1.4401,1.0608,1.6368
WBGene00008925,F17H10.1,4.6806,4.5596,4.2406,4.3282,4.4666,4.6279,4.5987,4.6135,4.4815,4.7019
